"MES_INFORMACION","REGIÓN","COMUNA","SEXO","EDAD_TRAMO","NACIONALIDAD","TITULAR_CARGA","TRAMO","BENEFICIARIOS"
202412,"De Los Lagos","Castro","Mujer","70 a 74 años","Extranjera","Carga","B",1
202412,"De Los Lagos","Cochamó","Mujer","40 a 44 años","Extranjera","Titular","A",2
202412,"Metropolitana De Santiago","San Pedro","Mujer","75 a 79 años","Chilena","Titular","D",7
202412,"De La Araucanía","Pitrufquén","Mujer","45 a 49 años","Extranjera","Titular","C",2
202412,"De La Araucanía","Purén","Mujer","75 a 79 años","Chilena","Carga","B",2
202412,"Metropolitana De Santiago","San Miguel","Indeterminado","30 a 34 años","Extranjera","Titular","D",1
202412,"De Ñuble","Coelemu","Hombre","55 a 59 años","Chilena","Carga","D",1
202412,"Metropolitana De Santiago","Lo Barnechea","Mujer","45 a 49 años","Extranjera","Carga","B",2
202412,"Del Libertador General Bernardo O'Higgins","Peumo","Mujer","25 a 29 años","Chilena","Carga","C",4
202412,"Del Bíobío","Negrete","Mujer","70 a 74 años","Extranjera","Titular","A",1
202412,"De La Araucanía","Cholchol","Hombre","10 a 14 años","Chilena","Carga","A",7
202412,"Del Libertador General Bernardo O'Higgins","Olivar","Mujer","05 a 09 años","Chilena","Titular","B",2
202412,"De Aysén Del Gral. C. Ibáñez Del Campo","Lago Verde","Mujer","70 a 74 años","Chilena","Titular","B",3
202412,"De Magallanes Y De La Antártica Chilena","Porvenir","Mujer","20 a 24 años","Extranjera","Titular","B",3
202412,"De La Araucanía","Traiguén","Mujer","40 a 44 años","Chilena","Carga","C",2
202412,"Del Bíobío","Cañete","Hombre","30 a 34 años","Chilena","Carga","D",1
202412,"Del Maule","Rauco","Mujer","00 a 4 años","Extranjera","Carga","A",2
202412,"De Coquimbo","Punitaqui","Mujer","10 a 14 años","Extranjera","Carga","D",1
202412,"De Valparaíso","Quillota","Hombre","00 a 4 años","Extranjera","Carga","D",2
202412,"De Magallanes Y De La Antártica Chilena","Porvenir","Mujer","10 a 14 años","Chilena","Carga","A",1
202412,"De Los Ríos","Los Lagos","Mujer","20 a 24 años","Extranjera","Titular","C",1
202412,"De Tarapacá","Alto Hospicio","Hombre","35 a 39 años","Chilena","Carga","C",2
202412,"De Antofagasta","Calama","Hombre","S.I.","Chilena","Carga","D",2
202412,"De La Araucanía","Angol","Hombre","35 a 39 años","Chilena","Carga","C",2
202412,"Del Bíobío","Los Álamos","Mujer","30 a 34 años","Extranjera","Titular","C",1
202412,"De Atacama","Freirina","Mujer","50 a 54 años","Extranjera","Titular","A",3
202412,"De Valparaíso","Panquehue","Mujer","25 a 29 años","Chilena","Carga","C",6
202412,"Metropolitana De Santiago","Macul","Mujer","50 a 54 años","Chilena","Carga","A",1
202412,"De Los Lagos","Osorno","Mujer","80 a más años","Extranjera","Carga","B",4
202412,"De Magallanes Y De La Antártica Chilena","Porvenir","Hombre","65 a 69 años","Extranjera","Titular","B",1
202412,"De Coquimbo","Salamanca","Hombre","00 a 4 años","Chilena","Titular","B",1
202412,"De Antofagasta","María Elena","Mujer","20 a 24 años","Extranjera","Carga","B",1
202412,"Del Maule","Retiro","Mujer","25 a 29 años","Extranjera","Titular","C",1
202412,"De La Araucanía","Pucón","Hombre","75 a 79 años","Extranjera","Titular","C",1
202412,"De Coquimbo","Combarbalá","Hombre","S.I.","Chilena","Titular","B",1
202412,"De La Araucanía","Lautaro","Mujer","30 a 34 años","Chilena","Carga","D",7
202412,"Del Libertador General Bernardo O'Higgins","Machalí","Mujer","80 a más años","Extranjera","Carga","D",1
202412,"De Ñuble","Ninhue","Mujer","80 a más años","Chilena","Titular","A",1
202412,"De Aysén Del Gral. C. Ibáñez Del Campo","Chile Chico","Mujer","75 a 79 años","Chilena","Carga","D",1
202412,"Del Libertador General Bernardo O'Higgins","Chimbarongo","Mujer","75 a 79 años","Chilena","Carga","C",2
202412,"Del Maule","San Rafael","Mujer","50 a 54 años","Extranjera","Titular","C",2
202412,"Del Libertador General Bernardo O'Higgins","Rengo","Hombre","45 a 49 años","Chilena","Carga","B",1
202412,"De Los Lagos","Frutillar","Mujer","10 a 14 años","Extranjera","Carga","D",2
202412,"De La Araucanía","Curacautín","Hombre","60 a 64 años","Chilena","Carga","D",1
202412,"De Valparaíso","Quintero","Mujer","75 a 79 años","Chilena","Carga","D",11
202412,"De Los Lagos","Calbuco","Hombre","35 a 39 años","Chilena","Carga","B",4
202412,"De Coquimbo","Monte Patria","Mujer","S.I.","Chilena","Titular","B",1
202412,"De Ñuble","Cobquecura","Mujer","20 a 24 años","Extranjera","Titular","A",4
202412,"Metropolitana De Santiago","Ñuñoa","Mujer","25 a 29 años","Extranjera","Carga","D",5
202412,"De Tarapacá","Pica","Hombre","10 a 14 años","Chilena","Titular","B",3
202412,"Del Bíobío","Nacimiento","Hombre","05 a 09 años","Extranjera","Carga","C",1
202412,"Del Maule","Curicó","Mujer","S.I.","Extranjera","Titular","C",2
202412,"Del Maule","Cauquenes","Mujer","55 a 59 años","Extranjera","Titular","D",2
202412,"Metropolitana De Santiago","Vitacura","Hombre","S.I.","Chilena","Titular","D",2
202412,"Del Libertador General Bernardo O'Higgins","San Vicente","Mujer","45 a 49 años","Extranjera","Carga","D",1
202412,"De La Araucanía","Padre Las Casas","Mujer","25 a 29 años","Chilena","Carga","A",4
202412,"De Valparaíso","Isla De Pascua","Mujer","50 a 54 años","Extranjera","Titular","D",2
202412,"De Los Lagos","Llanquihue","Hombre","45 a 49 años","Chilena","Carga","C",2
202412,"De Coquimbo","Paiguano","Hombre","40 a 44 años","Chilena","Titular","A",2
202412,"De La Araucanía","Toltén","Hombre","30 a 34 años","Extranjera","Titular","B",3
202412,"De La Araucanía","Temuco","Hombre","30 a 34 años","Extranjera","Carga","D",1
202412,"Metropolitana De Santiago","San Joaquín","Indeterminado","50 a 54 años","Extranjera","Titular","A",1
202412,"Del Maule","Curepto","Mujer","70 a 74 años","Chilena","Carga","C",1
202412,"Del Bíobío","Florida","Hombre","25 a 29 años","Extranjera","Titular","D",1
202412,"Del Bíobío","Yumbel","Hombre","25 a 29 años","Extranjera","Titular","D",2
202412,"De Los Ríos","Lago Ranco","Mujer","40 a 44 años","Chilena","Carga","D",3
202412,"Metropolitana De Santiago","Quinta Normal","Mujer","80 a más años","Chilena","Carga","C",4
202412,"De Ñuble","Chillán Viejo","Hombre","50 a 54 años","Extranjera","Titular","A",2
202412,"De Los Lagos","Cochamó","Mujer","65 a 69 años","Chilena","Carga","C",2
202412,"De Los Ríos","Mariquina","Hombre","00 a 4 años","Extranjera","Titular","A",1
202412,"De Los Lagos","Maullín","Mujer","25 a 29 años","Extranjera","Titular","C",2
202412,"De Los Ríos","Lago Ranco","Mujer","30 a 34 años","Extranjera","Titular","B",2
202412,"De Los Lagos","Los Muermos","Mujer","25 a 29 años","Extranjera","Carga","A",2
202412,"De La Araucanía","Cunco","Hombre","70 a 74 años","Extranjera","Titular","D",2
202412,"Del Bíobío","Yumbel","Hombre","75 a 79 años","Chilena","Titular","A",1
202412,"Del Libertador General Bernardo O'Higgins","Doñihue","Mujer","45 a 49 años","Extranjera","Titular","D",2
202412,"De Aysén Del Gral. C. Ibáñez Del Campo","Tortel","Hombre","25 a 29 años","Extranjera","Titular","C",1
202412,"Del Libertador General Bernardo O'Higgins","Lolol","Hombre","55 a 59 años","Extranjera","Titular","C",2
202412,"De Ñuble","Coelemu","Mujer","25 a 29 años","Extranjera","Titular","A",5
202412,"De Los Lagos","Quemchi","Mujer","75 a 79 años","Chilena","Titular","A",2
202412,"Del Maule","Licantén","Mujer","60 a 64 años","Chilena","Carga","A",1
202412,"De Los Lagos","Puerto Montt","Indeterminado","25 a 29 años","Extranjera","Titular","B",1
202412,"Del Libertador General Bernardo O'Higgins","Peumo","Mujer","45 a 49 años","Chilena","Carga","D",10
202412,"Metropolitana De Santiago","Renca","Mujer","80 a más años","Extranjera","Titular","B",4
202412,"De Los Lagos","Ancud","Hombre","05 a 09 años","Extranjera","Carga","D",1
202412,"De Valparaíso","San Antonio","Hombre","40 a 44 años","Chilena","Carga","A",1
202412,"De Los Lagos","Llanquihue","Hombre","00 a 4 años","Chilena","Carga","A",6
202412,"Del Libertador General Bernardo O'Higgins","Lolol","Hombre","15 a 19 años","Chilena","Titular","D",2
202412,"De La Araucanía","Lumaco","Hombre","10 a 14 años","Chilena","Titular","B",5
202412,"De Aysén Del Gral. C. Ibáñez Del Campo","Coyhaique","Mujer","10 a 14 años","Extranjera","Carga","B",7
202412,"Del Maule","Maule","Hombre","S.I.","Chilena","Carga","D",1
202412,"Del Libertador General Bernardo O'Higgins","Paredones","Hombre","15 a 19 años","Chilena","Carga","A",1
202412,"De Coquimbo","Paiguano","Hombre","30 a 34 años","Extranjera","Titular","C",1
202412,"Del Bíobío","Los Álamos","Hombre","15 a 19 años","Extranjera","Titular","A",1
202412,"Desconocida","Desconocida","Mujer","35 a 39 años","Extranjera","Carga","B",3
202412,"Del Maule","Empedrado","Mujer","70 a 74 años","Chilena","Carga","C",1
202412,"De Ñuble","Pinto","Hombre","10 a 14 años","Chilena","Titular","C",2
202412,"De Valparaíso","La Cruz","Hombre","50 a 54 años","Chilena","Carga","B",1
202412,"Metropolitana De Santiago","El Bosque","Hombre","20 a 24 años","Extranjera","Carga","C",1
202412,"De Aysén Del Gral. C. Ibáñez Del Campo","Tortel","Hombre","50 a 54 años","Chilena","Titular","D",2
202412,"De Ñuble","Pemuco","Mujer","75 a 79 años","Chilena","Titular","D",3
202412,"Del Libertador General Bernardo O'Higgins","Pichilemu","Mujer","10 a 14 años","Extranjera","Carga","B",3
202412,"Del Maule","Vichuquén","Hombre","40 a 44 años","Extranjera","Titular","D",1
202412,"Del Maule","Empedrado","Mujer","65 a 69 años","Chilena","Carga","D",1
202412,"De Ñuble","Chillán","Mujer","75 a 79 años","Extranjera","Carga","A",1
202412,"Metropolitana De Santiago","Huechuraba","Hombre","00 a 4 años","Extranjera","Titular","D",1
202412,"Del Bíobío","Florida","Mujer","05 a 09 años","Extranjera","Titular","A",3
202412,"De Tarapacá","Alto Hospicio","Hombre","30 a 34 años","Chilena","Carga","B",2
202412,"De Los Lagos","San Juan De La Costa","Hombre","35 a 39 años","Extranjera","Titular","B",1
202412,"De Coquimbo","Coquimbo","Hombre","55 a 59 años","Chilena","Carga","A",1
202412,"De La Araucanía","Villarrica","Mujer","80 a más años","Extranjera","Titular","D",1
202412,"De Ñuble","Quillón","Hombre","25 a 29 años","Extranjera","Titular","C",4
202412,"De Atacama","Huasco","Hombre","60 a 64 años","Extranjera","Titular","A",2
202412,"De Antofagasta","María Elena","Mujer","50 a 54 años","Chilena","Carga","C",1
202412,"De Los Lagos","Los Muermos","Mujer","15 a 19 años","Extranjera","Carga","B",1
202412,"De Ñuble","Chillán","Hombre","65 a 69 años","Chilena","Carga","C",1
202412,"De Los Lagos","Palena","Hombre","10 a 14 años","Chilena","Carga","D",1
202412,"Del Maule","Curepto","Mujer","25 a 29 años","Extranjera","Titular","B",1
202412,"Del Bíobío","Quilaco","Mujer","35 a 39 años","Extranjera","Titular","C",1
202412,"De Tarapacá","Iquique","Mujer","70 a 74 años","Extranjera","Carga","A",4
202412,"Metropolitana De Santiago","Independencia","Mujer","00 a 4 años","Extranjera","Titular","B",2
202412,"Del Maule","Talca","Mujer","10 a 14 años","Extranjera","Titular","B",1
202412,"De Los Lagos","Llanquihue","Hombre","60 a 64 años","Extranjera","Titular","D",1
202412,"De La Araucanía","Saavedra","Mujer","40 a 44 años","Extranjera","Titular","D",1
202412,"De Arica Y Parinacota","Camarones","Hombre","40 a 44 años","Extranjera","Titular","B",4
202412,"De Ñuble","Yungay","Mujer","60 a 64 años","Extranjera","Titular","B",1
202412,"De Antofagasta","Calama","Hombre","65 a 69 años","Chilena","Carga","B",1
202412,"De Aysén Del Gral. C. Ibáñez Del Campo","Chile Chico","Mujer","55 a 59 años","Extranjera","Titular","B",2
202412,"De La Araucanía","Collipulli","Mujer","15 a 19 años","Chilena","Carga","A",2
202412,"Del Maule","Sagrada Familia","Hombre","40 a 44 años","Chilena","Carga","C",1
202412,"Metropolitana De Santiago","Vitacura","Mujer","45 a 49 años","Extranjera","Carga","A",1
202412,"Metropolitana De Santiago","La Florida","Indeterminado","00 a 4 años","Extranjera","Titular","A",1
202412,"Metropolitana De Santiago","Estación Central","Mujer","60 a 64 años","Extranjera","Carga","B",1
202412,"De Valparaíso","Casablanca","Mujer","75 a 79 años","Chilena","Carga","C",2
202412,"Del Maule","Colbún","Mujer","80 a más años","Chilena","Titular","A",1
202412,"De Ñuble","Quirihue","Mujer","15 a 19 años","Extranjera","Titular","A",3
202412,"Del Maule","Curicó","Mujer","50 a 54 años","Chilena","Carga","A",2
202412,"Metropolitana De Santiago","Buin","Mujer","70 a 74 años","Extranjera","Titular","D",1
202412,"De Valparaíso","Petorca","Hombre","25 a 29 años","Chilena","Carga","D",1
202412,"Del Maule","Pencahue","Mujer","30 a 34 años","Chilena","Carga","D",1
202412,"De Los Lagos","Chaitén","Mujer","25 a 29 años","Chilena","Carga","D",2
202412,"De Valparaíso","Putaendo","Hombre","50 a 54 años","Extranjera","Titular","D",2
202412,"Metropolitana De Santiago","Buin","Mujer","15 a 19 años","Extranjera","Titular","B",3
202412,"Del Libertador General Bernardo O'Higgins","Coinco","Mujer","15 a 19 años","Chilena","Carga","A",1
202412,"Metropolitana De Santiago","Santiago","Indeterminado","30 a 34 años","Chilena","Titular","D",1
202412,"Metropolitana De Santiago","San Joaquín","Indeterminado","10 a 14 años","Extranjera","Carga","A",1
202412,"Del Libertador General Bernardo O'Higgins","Paredones","Mujer","40 a 44 años","Extranjera","Titular","B",2
202412,"De Coquimbo","Río Hurtado","Hombre","50 a 54 años","Chilena","Carga","C",1
202412,"De Valparaíso","Calle Larga","Mujer","10 a 14 años","Extranjera","Titular","A",4
202412,"De Magallanes Y De La Antártica Chilena","Natales","Mujer","20 a 24 años","Extranjera","Carga","B",2
202412,"De La Araucanía","Nueva Imperial","Hombre","40 a 44 años","Extranjera","Titular","D",2
202412,"De Los Lagos","Cochamó","Hombre","75 a 79 años","Chilena","Titular","A",1
202412,"Metropolitana De Santiago","Talagante","Mujer","75 a 79 años","Extranjera","Titular","A",2
202412,"De Magallanes Y De La Antártica Chilena","Natales","Hombre","75 a 79 años","Extranjera","Titular","B",3
202412,"De La Araucanía","Curacautín","Mujer","65 a 69 años","Extranjera","Titular","A",3
202412,"Metropolitana De Santiago","Estación Central","Hombre","10 a 14 años","Extranjera","Titular","B",2
202412,"De Valparaíso","Cartagena","Mujer","35 a 39 años","Extranjera","Carga","A",1
202412,"De Valparaíso","Putaendo","Hombre","30 a 34 años","Extranjera","Titular","D",4
202412,"De Valparaíso","Petorca","Mujer","30 a 34 años","Extranjera","Titular","A",4
202412,"Del Libertador General Bernardo O'Higgins","Codegua","Hombre","45 a 49 años","Extranjera","Titular","A",1
202412,"Del Libertador General Bernardo O'Higgins","Peralillo","Hombre","55 a 59 años","Extranjera","Titular","B",6
202412,"De Valparaíso","Isla De Pascua","Mujer","55 a 59 años","Chilena","Carga","D",4
202412,"De Valparaíso","Valparaíso","Hombre","80 a más años","Extranjera","Titular","C",2
202412,"Metropolitana De Santiago","Cerro Navia","Hombre","05 a 09 años","Extranjera","Titular","D",1
202412,"De La Araucanía","Loncoche","Hombre","55 a 59 años","Chilena","Carga","C",1
202412,"De Magallanes Y De La Antártica Chilena","San Gregorio","Hombre","15 a 19 años","Chilena","Carga","B",1
202412,"De Valparaíso","El Tabo","Mujer","45 a 49 años","Chilena","Carga","C",6
202412,"Del Bíobío","Los Ángeles","Mujer","45 a 49 años","Chilena","Carga","A",2
202412,"Del Bíobío","Alto Biobío","Mujer","15 a 19 años","Extranjera","Titular","A",1
202412,"De Los Lagos","Frutillar","Mujer","05 a 09 años","Extranjera","Carga","C",1
202412,"De Valparaíso","Nogales","Hombre","45 a 49 años","Extranjera","Carga","B",1
202412,"Del Libertador General Bernardo O'Higgins","Navidad","Mujer","60 a 64 años","Chilena","Carga","A",2
202412,"De Valparaíso","Catemu","Hombre","55 a 59 años","Extranjera","Titular","C",2
202412,"De Los Ríos","Paillaco","Hombre","60 a 64 años","Extranjera","Titular","D",1
202412,"De Antofagasta","Taltal","Mujer","70 a 74 años","Chilena","Titular","A",1
202412,"De Magallanes Y De La Antártica Chilena","Punta Arenas","Hombre","S.I.","Extranjera","Titular","A",1
202412,"De Valparaíso","Olmué","Mujer","70 a 74 años","Extranjera","Carga","B",2
202412,"De Aysén Del Gral. C. Ibáñez Del Campo","Cisnes","Hombre","00 a 4 años","Chilena","Carga","A",2
202412,"De Valparaíso","Calle Larga","Mujer","55 a 59 años","Extranjera","Titular","B",3
202412,"De Coquimbo","Andacollo","Hombre","20 a 24 años","Extranjera","Titular","B",1
202412,"De Valparaíso","Cabildo","Mujer","25 a 29 años","Extranjera","Carga","A",2
202412,"Metropolitana De Santiago","Cerrillos","Mujer","45 a 49 años","Chilena","Carga","A",2
202412,"Del Maule","Hualañé","Hombre","00 a 4 años","Extranjera","Titular","A",1
202412,"De Antofagasta","Mejillones","Mujer","25 a 29 años","Chilena","Carga","D",4
202412,"De Antofagasta","María Elena","Mujer","05 a 09 años","Extranjera","Carga","B",2
202412,"De Los Lagos","Llanquihue","Mujer","30 a 34 años","Extranjera","Carga","C",2
202412,"De Ñuble","Chillán","Mujer","45 a 49 años","Extranjera","Carga","D",2
202412,"De Coquimbo","Punitaqui","Mujer","55 a 59 años","Extranjera","Titular","D",1
202412,"De Los Ríos","Valdivia","Hombre","65 a 69 años","Chilena","Carga","C",1
