"MES_INFORMACION","REGIÓN","COMUNA","SEXO","EDAD_TRAMO","NACIONALIDAD","TITULAR_CARGA","TRAMO","BENEFICIARIOS"
202412,"De Ñuble","San Carlos","Mujer","40 a 44 años","Extranjera","Titular","B",17
202412,"De Arica Y Parinacota","General Lagos","Hombre","05 a 09 años","Chilena","Titular","A",1
202412,"De Ñuble","El Carmen","Hombre","20 a 24 años","Chilena","Carga","A",1
202412,"Del Bíobío","Florida","Mujer","15 a 19 años","Chilena","Titular","C",1
202412,"De Los Ríos","Futrono","Mujer","80 a más años","Chilena","Carga","B",1
202412,"De Los Ríos","La Unión","Hombre","40 a 44 años","Extranjera","Titular","C",4
202412,"Del Libertador General Bernardo O'Higgins","Las Cabras","Mujer","80 a más años","Chilena","Titular","A",2
202412,"De Valparaíso","Algarrobo","Hombre","20 a 24 años","Extranjera","Titular","D",4
202412,"De Valparaíso","Zapallar","Hombre","45 a 49 años","Chilena","Carga","C",2
202412,"De Aysén Del Gral. C. Ibáñez Del Campo","Aysén","Mujer","10 a 14 años","Extranjera","Carga","B",2
202412,"De Valparaíso","Concón","Hombre","00 a 4 años","Extranjera","Carga","B",2
202412,"Metropolitana De Santiago","Calera De Tango","Hombre","50 a 54 años","Extranjera","Titular","A",2
202412,"De Ñuble","San Fabián","Mujer","25 a 29 años","Chilena","Carga","D",2
202412,"De Antofagasta","María Elena","Mujer","65 a 69 años","Chilena","Carga","B",5
202412,"De Ñuble","San Ignacio","Mujer","60 a 64 años","Extranjera","Titular","B",2
202412,"De Atacama","Tierra Amarilla","Hombre","75 a 79 años","Extranjera","Titular","D",1
202412,"Del Maule","Longaví","Mujer","55 a 59 años","Extranjera","Titular","B",3
202412,"De La Araucanía","Curacautín","Mujer","15 a 19 años","Chilena","Titular","D",3
202412,"Del Libertador General Bernardo O'Higgins","Rancagua","Mujer","75 a 79 años","Extranjera","Carga","D",1
202412,"De Atacama","Alto Del Carmen","Mujer","80 a más años","Chilena","Carga","D",1
202412,"De Los Ríos","Lago Ranco","Mujer","65 a 69 años","Chilena","Carga","D",6
202412,"De La Araucanía","Lautaro","Mujer","10 a 14 años","Chilena","Titular","C",1
202412,"Del Maule","Curepto","Hombre","25 a 29 años","Extranjera","Titular","B",2
202412,"De Los Lagos","Calbuco","Hombre","40 a 44 años","Chilena","Carga","C",1
202412,"Del Libertador General Bernardo O'Higgins","Las Cabras","Mujer","10 a 14 años","Extranjera","Carga","B",5
202412,"Del Bíobío","Coronel","Hombre","00 a 4 años","Extranjera","Titular","C",1
202412,"Metropolitana De Santiago","San Miguel","Indeterminado","05 a 09 años","Extranjera","Carga","A",1
202412,"Del Libertador General Bernardo O'Higgins","Rancagua","Hombre","75 a 79 años","Extranjera","Carga","C",1
202412,"Del Libertador General Bernardo O'Higgins","Litueche","Hombre","05 a 09 años","Extranjera","Carga","A",1
202412,"Del Bíobío","Los Ángeles","Mujer","00 a 4 años","Chilena","Titular","B",10
202412,"De Ñuble","Portezuelo","Mujer","35 a 39 años","Chilena","Carga","C",2
202412,"Metropolitana De Santiago","Lo Espejo","Hombre","80 a más años","Extranjera","Titular","C",1
202412,"De Los Lagos","San Juan De La Costa","Hombre","50 a 54 años","Extranjera","Titular","C",1
202412,"Metropolitana De Santiago","Lampa","Mujer","80 a más años","Chilena","Carga","B",3
202412,"De Antofagasta","Taltal","Mujer","30 a 34 años","Extranjera","Carga","D",1
202412,"De Los Lagos","Los Muermos","Mujer","35 a 39 años","Extranjera","Carga","B",1
202412,"De La Araucanía","Gorbea","Mujer","75 a 79 años","Chilena","Titular","A",2
202412,"De Magallanes Y De La Antártica Chilena","Porvenir","Hombre","50 a 54 años","Extranjera","Titular","C",3
202412,"Del Libertador General Bernardo O'Higgins","Navidad","Hombre","25 a 29 años","Extranjera","Titular","A",5
202412,"Del Libertador General Bernardo O'Higgins","Placilla","Mujer","25 a 29 años","Extranjera","Titular","D",3
202412,"Del Libertador General Bernardo O'Higgins","Codegua","Mujer","15 a 19 años","Extranjera","Carga","C",2
202412,"Del Libertador General Bernardo O'Higgins","Chimbarongo","Mujer","55 a 59 años","Extranjera","Titular","B",7
202412,"Del Libertador General Bernardo O'Higgins","Pumanque","Mujer","40 a 44 años","Extranjera","Titular","A",7
202412,"De La Araucanía","Toltén","Hombre","35 a 39 años","Extranjera","Titular","A",1
202412,"Del Libertador General Bernardo O'Higgins","San Fernando","Mujer","35 a 39 años","Extranjera","Carga","B",1
202412,"De Valparaíso","Santo Domingo","Mujer","15 a 19 años","Chilena","Titular","D",4
202412,"De Los Ríos","Paillaco","Mujer","30 a 34 años","Extranjera","Titular","C",4
202412,"De Valparaíso","Quillota","Mujer","50 a 54 años","Chilena","Carga","A",1
202412,"Del Maule","Longaví","Hombre","05 a 09 años","Extranjera","Carga","B",2
202412,"De Los Lagos","Futaleufú","Hombre","40 a 44 años","Extranjera","Titular","C",2
202412,"De Los Lagos","Osorno","Mujer","45 a 49 años","Chilena","Carga","A",4
202412,"Metropolitana De Santiago","Calera De Tango","Mujer","20 a 24 años","Extranjera","Titular","C",5
202412,"Del Libertador General Bernardo O'Higgins","Malloa","Mujer","00 a 4 años","Extranjera","Carga","A",3
202412,"De Valparaíso","San Antonio","Hombre","45 a 49 años","Chilena","Carga","C",4
202412,"Del Bíobío","Quilaco","Hombre","75 a 79 años","Chilena","Titular","D",7
202412,"Metropolitana De Santiago","Buin","Mujer","30 a 34 años","Extranjera","Carga","D",3
202412,"De Valparaíso","Juan Fernández","Mujer","35 a 39 años","Chilena","Titular","C",2
202412,"De Atacama","Vallenar","Hombre","00 a 4 años","Extranjera","Carga","B",1
202412,"De Magallanes Y De La Antártica Chilena","Punta Arenas","Hombre","70 a 74 años","Extranjera","Titular","D",8
202412,"Del Bíobío","Yumbel","Hombre","35 a 39 años","Extranjera","Titular","A",1
202412,"De Los Lagos","Purranque","Hombre","40 a 44 años","Chilena","Carga","C",1
202412,"De Valparaíso","Cabildo","Mujer","25 a 29 años","Extranjera","Titular","D",3
202412,"De La Araucanía","Freire","Hombre","60 a 64 años","Chilena","Carga","D",1
202412,"Del Libertador General Bernardo O'Higgins","Chimbarongo","Mujer","20 a 24 años","Extranjera","Carga","A",2
202412,"De Antofagasta","Antofagasta","Mujer","80 a más años","Extranjera","Carga","A",4
202412,"De La Araucanía","Saavedra","Mujer","55 a 59 años","Chilena","Carga","C",6
202412,"Metropolitana De Santiago","Puente Alto","Mujer","60 a 64 años","Extranjera","Carga","A",5
202412,"Del Bíobío","Coronel","Hombre","20 a 24 años","Extranjera","Titular","D",15
202412,"Del Libertador General Bernardo O'Higgins","Graneros","Hombre","25 a 29 años","Chilena","Titular","A",8
202412,"Metropolitana De Santiago","Pedro Aguirre Cerda","Indeterminado","25 a 29 años","Extranjera","Titular","A",1
202412,"De Los Lagos","Quellón","Mujer","35 a 39 años","Extranjera","Carga","C",1
202412,"De La Araucanía","Angol","Hombre","25 a 29 años","Extranjera","Titular","C",17
202412,"De Antofagasta","Sierra Gorda","Mujer","35 a 39 años","Extranjera","Titular","D",3
202412,"De La Araucanía","Galvarino","Mujer","75 a 79 años","Chilena","Titular","D",3
202412,"De La Araucanía","Lautaro","Hombre","00 a 4 años","Extranjera","Carga","A",3
202412,"De Los Ríos","Los Lagos","Mujer","10 a 14 años","Extranjera","Carga","B",3
202412,"De Valparaíso","Cartagena","Hombre","75 a 79 años","Extranjera","Titular","A",1
202412,"Del Libertador General Bernardo O'Higgins","La Estrella","Mujer","60 a 64 años","Chilena","Carga","C",10
202412,"Del Maule","San Clemente","Mujer","75 a 79 años","Chilena","Carga","D",4
202412,"De Antofagasta","Taltal","Mujer","50 a 54 años","Extranjera","Titular","D",1
202412,"De Valparaíso","San Felipe","Hombre","15 a 19 años","Extranjera","Carga","D",9
202412,"Metropolitana De Santiago","Renca","Mujer","40 a 44 años","Chilena","Carga","A",3
202412,"Metropolitana De Santiago","Talagante","Mujer","40 a 44 años","Chilena","Carga","A",3
202412,"De La Araucanía","Lumaco","Mujer","40 a 44 años","Chilena","Carga","D",2
202412,"Metropolitana De Santiago","San Ramón","Hombre","50 a 54 años","Chilena","Carga","D",2
202412,"De Tarapacá","Pozo Almonte","Mujer","15 a 19 años","Chilena","Titular","D",4
202412,"De Coquimbo","Punitaqui","Mujer","50 a 54 años","Extranjera","Titular","B",1
202412,"De La Araucanía","Padre Las Casas","Hombre","45 a 49 años","Chilena","Carga","B",2
202412,"Del Bíobío","Tucapel","Hombre","20 a 24 años","Extranjera","Carga","A",1
202412,"Del Maule","Retiro","Mujer","50 a 54 años","Extranjera","Titular","D",1
202412,"Del Libertador General Bernardo O'Higgins","Quinta De Tilcoco","Mujer","15 a 19 años","Chilena","Carga","A",2
202412,"Del Bíobío","Quilaco","Hombre","25 a 29 años","Extranjera","Titular","A",1
202412,"De Los Ríos","Mariquina","Mujer","45 a 49 años","Chilena","Carga","C",7
202412,"Metropolitana De Santiago","Lo Prado","Hombre","40 a 44 años","Chilena","Carga","C",3
202412,"De Valparaíso","Puchuncaví","Mujer","60 a 64 años","Extranjera","Titular","A",6
202412,"De Los Lagos","Curaco De Vélez","Hombre","70 a 74 años","Chilena","Titular","A",2
202412,"Metropolitana De Santiago","San José De Maipo","Mujer","50 a 54 años","Extranjera","Titular","C",1
202412,"Metropolitana De Santiago","Macul","Indeterminado","55 a 59 años","Chilena","Titular","C",1
202412,"De Valparaíso","San Esteban","Mujer","80 a más años","Chilena","Titular","C",11
202412,"De Valparaíso","Algarrobo","Mujer","25 a 29 años","Extranjera","Titular","D",3
202412,"De Los Lagos","Ancud","Hombre","70 a 74 años","Extranjera","Titular","B",2
202412,"De Valparaíso","Santa María","Hombre","50 a 54 años","Extranjera","Titular","C",3
202412,"De Los Lagos","Quemchi","Mujer","15 a 19 años","Extranjera","Titular","A",2
202412,"De Coquimbo","Monte Patria","Mujer","80 a más años","Extranjera","Titular","A",4
202412,"De Aysén Del Gral. C. Ibáñez Del Campo","Lago Verde","Mujer","40 a 44 años","Extranjera","Titular","D",1
202412,"Del Libertador General Bernardo O'Higgins","Pichilemu","Hombre","50 a 54 años","Chilena","Carga","B",2
202412,"Metropolitana De Santiago","Lampa","Hombre","65 a 69 años","Chilena","Carga","B",3
202412,"Metropolitana De Santiago","Cerro Navia","Mujer","80 a más años","Extranjera","Titular","B",5
202412,"Del Maule","Retiro","Mujer","75 a 79 años","Chilena","Carga","D",4
202412,"De Coquimbo","La Higuera","Mujer","80 a más años","Chilena","Titular","C",1
202412,"Del Maule","Yerbas Buenas","Mujer","50 a 54 años","Extranjera","Titular","B",2
202412,"De Valparaíso","Zapallar","Hombre","40 a 44 años","Extranjera","Titular","A",2
202412,"De Coquimbo","Coquimbo","Mujer","00 a 4 años","Extranjera","Carga","C",2
202412,"Del Bíobío","Antuco","Mujer","40 a 44 años","Chilena","Carga","B",2
202412,"Metropolitana De Santiago","Tiltil","Mujer","80 a más años","Chilena","Carga","D",2
202412,"Del Libertador General Bernardo O'Higgins","Pichilemu","Mujer","60 a 64 años","Extranjera","Titular","C",1
202412,"Del Bíobío","Los Ángeles","Hombre","35 a 39 años","Chilena","Carga","C",3
202412,"Metropolitana De Santiago","Estación Central","Mujer","55 a 59 años","Extranjera","Carga","C",3
202412,"De Coquimbo","La Serena","Hombre","S.I.","Extranjera","Titular","A",1
202412,"De La Araucanía","Temuco","Mujer","25 a 29 años","Chilena","Carga","A",6
202412,"Del Maule","Río Claro","Mujer","30 a 34 años","Extranjera","Titular","D",2
202412,"De La Araucanía","Cholchol","Mujer","10 a 14 años","Chilena","Titular","B",7
202412,"Del Libertador General Bernardo O'Higgins","Coltauco","Mujer","50 a 54 años","Extranjera","Titular","D",2
202412,"Del Libertador General Bernardo O'Higgins","Doñihue","Mujer","70 a 74 años","Extranjera","Titular","D",1
202412,"Metropolitana De Santiago","Buin","Hombre","15 a 19 años","Extranjera","Titular","C",5
202412,"De Valparaíso","Viña Del Mar","Hombre","65 a 69 años","Extranjera","Carga","D",1
202412,"De Valparaíso","Concón","Mujer","60 a 64 años","Extranjera","Carga","C",3
202412,"Del Libertador General Bernardo O'Higgins","Machalí","Mujer","00 a 4 años","Extranjera","Carga","D",2
202412,"Del Maule","Romeral","Mujer","10 a 14 años","Extranjera","Carga","D",1
202412,"De Tarapacá","Colchane","Mujer","20 a 24 años","Chilena","Carga","A",2
202412,"Metropolitana De Santiago","Lo Barnechea","Indeterminado","00 a 4 años","Extranjera","Carga","A",1
202412,"Del Libertador General Bernardo O'Higgins","Nancagua","Hombre","50 a 54 años","Extranjera","Titular","A",7
202412,"De Aysén Del Gral. C. Ibáñez Del Campo","Cochrane","Mujer","40 a 44 años","Chilena","Carga","C",1
202412,"Metropolitana De Santiago","Peñaflor","Hombre","00 a 4 años","Extranjera","Titular","D",1
202412,"De La Araucanía","Cholchol","Mujer","75 a 79 años","Chilena","Carga","D",1
202412,"De La Araucanía","Temuco","Mujer","S.I.","Extranjera","Titular","A",1
202412,"De Aysén Del Gral. C. Ibáñez Del Campo","Cochrane","Hombre","00 a 4 años","Extranjera","Titular","A",1
202412,"Metropolitana De Santiago","Cerro Navia","Hombre","15 a 19 años","Extranjera","Titular","D",8
202412,"Metropolitana De Santiago","Cerro Navia","Hombre","15 a 19 años","Extranjera","Titular","C",9
202412,"Del Libertador General Bernardo O'Higgins","Paredones","Mujer","50 a 54 años","Chilena","Carga","C",9
202412,"De La Araucanía","Nueva Imperial","Mujer","20 a 24 años","Extranjera","Carga","A",1
202412,"Del Bíobío","Coronel","Mujer","45 a 49 años","Extranjera","Carga","D",3
202412,"Del Maule","Constitución","Hombre","40 a 44 años","Extranjera","Titular","D",27
202412,"De Los Ríos","Panguipulli","Hombre","50 a 54 años","Chilena","Carga","B",6
202412,"De La Araucanía","Collipulli","Mujer","05 a 09 años","Chilena","Titular","B",2
202412,"De Coquimbo","La Higuera","Hombre","05 a 09 años","Chilena","Carga","C",4
202412,"Metropolitana De Santiago","Tiltil","Mujer","70 a 74 años","Chilena","Titular","A",6
202412,"Del Maule","Romeral","Mujer","60 a 64 años","Extranjera","Titular","C",2
202412,"De Aysén Del Gral. C. Ibáñez Del Campo","Chile Chico","Mujer","80 a más años","Chilena","Titular","C",2
202412,"De La Araucanía","Padre Las Casas","Hombre","05 a 09 años","Extranjera","Carga","D",3
202412,"De Valparaíso","Quilpué","Hombre","50 a 54 años","Chilena","Carga","C",3
202412,"De La Araucanía","Cunco","Mujer","15 a 19 años","Extranjera","Titular","A",3
202412,"Del Libertador General Bernardo O'Higgins","Coltauco","Hombre","55 a 59 años","Extranjera","Titular","A",2
202412,"De Antofagasta","Calama","Mujer","75 a 79 años","Extranjera","Carga","A",2
202412,"Del Maule","Rauco","Hombre","40 a 44 años","Chilena","Carga","B",1
202412,"Del Bíobío","Nacimiento","Hombre","20 a 24 años","Extranjera","Titular","C",3
202412,"Del Bíobío","Mulchén","Mujer","75 a 79 años","Chilena","Carga","B",3
202412,"De Valparaíso","Quilpué","Hombre","50 a 54 años","Extranjera","Carga","A",1
202412,"De Los Lagos","San Pablo","Mujer","10 a 14 años","Chilena","Carga","A",3
202412,"Del Bíobío","Cañete","Hombre","75 a 79 años","Chilena","Titular","A",3
202412,"Del Maule","Pelarco","Mujer","80 a más años","Chilena","Titular","C",6
202412,"Del Maule","Talca","Mujer","S.I.","Extranjera","Carga","C",1
202412,"Del Libertador General Bernardo O'Higgins","La Estrella","Mujer","45 a 49 años","Chilena","Carga","B",10
202412,"Metropolitana De Santiago","Conchalí","Indeterminado","30 a 34 años","Extranjera","Titular","B",1
202412,"De Los Ríos","Paillaco","Hombre","70 a 74 años","Extranjera","Titular","A",1
202412,"De Los Lagos","Dalcahue","Mujer","35 a 39 años","Extranjera","Titular","D",4
202412,"De Valparaíso","Algarrobo","Mujer","15 a 19 años","Extranjera","Carga","D",2
202412,"Metropolitana De Santiago","Tiltil","Hombre","60 a 64 años","Extranjera","Titular","B",6
202412,"Del Libertador General Bernardo O'Higgins","Placilla","Hombre","50 a 54 años","Extranjera","Titular","A",3
202412,"De Magallanes Y De La Antártica Chilena","Natales","Hombre","20 a 24 años","Extranjera","Carga","D",2
202412,"Del Bíobío","Antuco","Mujer","55 a 59 años","Chilena","Carga","A",1
202412,"De Arica Y Parinacota","Putre","Mujer","50 a 54 años","Chilena","Titular","B",2
202412,"De Aysén Del Gral. C. Ibáñez Del Campo","Tortel","Hombre","60 a 64 años","Chilena","Titular","C",1
202412,"De Valparaíso","Nogales","Hombre","70 a 74 años","Chilena","Titular","A",5
202412,"Del Maule","Sagrada Familia","Hombre","50 a 54 años","Extranjera","Titular","C",1
202412,"De Atacama","Vallenar","Mujer","00 a 4 años","Extranjera","Carga","C",1
202412,"De La Araucanía","Cholchol","Hombre","55 a 59 años","Extranjera","Titular","D",2
202412,"De Ñuble","San Carlos","Hombre","05 a 09 años","Extranjera","Carga","A",5
202412,"De Valparaíso","Algarrobo","Hombre","75 a 79 años","Chilena","Titular","A",5
202412,"De La Araucanía","Lonquimay","Mujer","20 a 24 años","Extranjera","Carga","B",1
202412,"Del Maule","Constitución","Mujer","40 a 44 años","Extranjera","Carga","C",1
202412,"De Coquimbo","Río Hurtado","Mujer","65 a 69 años","Chilena","Titular","D",4
202412,"De Los Lagos","Dalcahue","Hombre","00 a 4 años","Extranjera","Titular","A",4
202412,"De La Araucanía","Temuco","Mujer","60 a 64 años","Extranjera","Carga","A",1
202412,"Metropolitana De Santiago","Recoleta","Mujer","70 a 74 años","Extranjera","Carga","C",3
202412,"Metropolitana De Santiago","San Joaquín","Hombre","45 a 49 años","Extranjera","Carga","C",1
202412,"Metropolitana De Santiago","San Pedro","Mujer","50 a 54 años","Extranjera","Titular","C",2
202412,"Del Libertador General Bernardo O'Higgins","Machalí","Mujer","35 a 39 años","Extranjera","Carga","B",2
202412,"De Valparaíso","Rinconada","Hombre","10 a 14 años","Extranjera","Carga","C",1
202412,"De Los Lagos","Osorno","Hombre","55 a 59 años","Chilena","Carga","C",3
202412,"De Valparaíso","Santa María","Mujer","60 a 64 años","Extranjera","Titular","C",1
202412,"De La Araucanía","Vilcún","Mujer","30 a 34 años","Chilena","Carga","D",4
202412,"De Valparaíso","Hijuelas","Hombre","20 a 24 años","Chilena","Carga","A",4
202412,"De Valparaíso","San Esteban","Hombre","30 a 34 años","Chilena","Carga","C",1
202412,"De Valparaíso","Casablanca","Mujer","15 a 19 años","Chilena","Carga","A",5
202412,"De Atacama","Tierra Amarilla","Hombre","10 a 14 años","Extranjera","Carga","D",1
202412,"Del Maule","Curicó","Hombre","80 a más años","Extranjera","Titular","D",2
202412,"Metropolitana De Santiago","Lampa","Hombre","65 a 69 años","Extranjera","Carga","D",1
202412,"De Atacama","Caldera","Mujer","15 a 19 años","Extranjera","Carga","A",4
202412,"Metropolitana De Santiago","San Joaquín","Hombre","75 a 79 años","Extranjera","Titular","C",5
202412,"Del Maule","Pelluhue","Mujer","70 a 74 años","Extranjera","Titular","A",1
202412,"De Valparaíso","Nogales","Hombre","05 a 09 años","Chilena","Titular","B",3
202412,"Del Libertador General Bernardo O'Higgins","Malloa","Hombre","10 a 14 años","Chilena","Carga","A",5
202412,"De Los Lagos","Chaitén","Mujer","35 a 39 años","Extranjera","Titular","C",2
202412,"Del Libertador General Bernardo O'Higgins","Coinco","Hombre","80 a más años","Chilena","Titular","D",6
202412,"De Los Lagos","Quemchi","Hombre","20 a 24 años","Extranjera","Titular","D",1
202412,"Del Maule","Retiro","Mujer","45 a 49 años","Extranjera","Titular","D",1
202412,"Metropolitana De Santiago","Cerrillos","Mujer","80 a más años","Extranjera","Carga","A",1
202412,"Metropolitana De Santiago","Maipú","Mujer","65 a 69 años","Extranjera","Carga","C",4
202412,"De Valparaíso","Cartagena","Mujer","65 a 69 años","Extranjera","Titular","B",3
202412,"Del Maule","Linares","Hombre","60 a 64 años","Extranjera","Carga","B",1
202412,"De Valparaíso","San Felipe","Mujer","30 a 34 años","Extranjera","Carga","B",4
202412,"De Valparaíso","El Quisco","Mujer","30 a 34 años","Chilena","Carga","D",5
202412,"De Ñuble","Coihueco","Mujer","30 a 34 años","Extranjera","Titular","D",2
202412,"De Aysén Del Gral. C. Ibáñez Del Campo","Cisnes","Hombre","65 a 69 años","Extranjera","Titular","A",2
202412,"De Valparaíso","Cartagena","Hombre","S.I.","Chilena","Titular","A",2
202412,"Del Libertador General Bernardo O'Higgins","Codegua","Mujer","25 a 29 años","Extranjera","Titular","D",3
202412,"Del Bíobío","Cabrero","Hombre","60 a 64 años","Extranjera","Titular","B",3
202412,"Del Bíobío","Alto Biobío","Mujer","40 a 44 años","Extranjera","Titular","B",2
202412,"De Magallanes Y De La Antártica Chilena","Punta Arenas","Mujer","55 a 59 años","Chilena","Carga","A",3
202412,"De Valparaíso","Santo Domingo","Mujer","75 a 79 años","Chilena","Carga","D",3
202412,"De Coquimbo","Andacollo","Mujer","50 a 54 años","Extranjera","Titular","A",2
202412,"De Los Lagos","Futaleufú","Hombre","00 a 4 años","Extranjera","Titular","A",3
202412,"Del Bíobío","San Pedro De La Paz","Hombre","50 a 54 años","Chilena","Carga","C",2
202412,"Del Maule","Pelarco","Mujer","50 a 54 años","Extranjera","Carga","D",1
202412,"De Los Lagos","Llanquihue","Mujer","75 a 79 años","Extranjera","Titular","B",1
202412,"De Ñuble","San Carlos","Hombre","65 a 69 años","Extranjera","Titular","D",1
202412,"Metropolitana De Santiago","Estación Central","Mujer","75 a 79 años","Chilena","Carga","C",8
202412,"Metropolitana De Santiago","Recoleta","Mujer","80 a más años","Extranjera","Carga","A",3
202412,"Del Maule","Rauco","Hombre","10 a 14 años","Extranjera","Carga","A",8
202412,"De Ñuble","Yungay","Mujer","15 a 19 años","Chilena","Titular","C",2
202412,"De Los Lagos","Purranque","Hombre","S.I.","Chilena","Titular","A",2
202412,"Metropolitana De Santiago","Recoleta","Hombre","35 a 39 años","Chilena","Carga","B",2
202412,"De Los Ríos","Río Bueno","Mujer","45 a 49 años","Extranjera","Titular","A",3
202412,"De Atacama","Chañaral","Hombre","55 a 59 años","Extranjera","Titular","B",4
202412,"Del Libertador General Bernardo O'Higgins","Placilla","Mujer","80 a más años","Chilena","Titular","C",1
202412,"De Coquimbo","Combarbalá","Hombre","25 a 29 años","Extranjera","Titular","C",4
202412,"Del Libertador General Bernardo O'Higgins","Olivar","Mujer","15 a 19 años","Extranjera","Carga","A",1
202412,"De La Araucanía","Teodoro Schmidt","Hombre","40 a 44 años","Chilena","Carga","B",1
202412,"De Valparaíso","Putaendo","Hombre","25 a 29 años","Chilena","Carga","C",5
202412,"De Valparaíso","Catemu","Hombre","25 a 29 años","Chilena","Carga","C",2
202412,"De Los Ríos","La Unión","Hombre","25 a 29 años","Chilena","Carga","D",8
202412,"Del Bíobío","Coronel","Mujer","65 a 69 años","Chilena","Carga","A",3
202412,"Metropolitana De Santiago","La Pintana","Hombre","10 a 14 años","Extranjera","Carga","D",8
202412,"Metropolitana De Santiago","Las Condes","Mujer","S.I.","Chilena","Titular","B",3
202412,"De Magallanes Y De La Antártica Chilena","Porvenir","Mujer","50 a 54 años","Extranjera","Titular","A",6
202412,"Del Libertador General Bernardo O'Higgins","Requínoa","Hombre","05 a 09 años","Extranjera","Carga","D",1
202412,"Del Libertador General Bernardo O'Higgins","Nancagua","Mujer","15 a 19 años","Chilena","Carga","A",2
202412,"Metropolitana De Santiago","El Bosque","Mujer","25 a 29 años","Extranjera","Carga","B",6
202412,"De Los Ríos","Río Bueno","Hombre","05 a 09 años","Chilena","Titular","D",1
202412,"Del Libertador General Bernardo O'Higgins","Lolol","Hombre","70 a 74 años","Chilena","Titular","A",1
202412,"Del Libertador General Bernardo O'Higgins","Paredones","Mujer","30 a 34 años","Chilena","Carga","C",2
202412,"De Magallanes Y De La Antártica Chilena","Natales","Mujer","45 a 49 años","Extranjera","Carga","C",1
202412,"Del Maule","Retiro","Mujer","45 a 49 años","Extranjera","Carga","B",1
202412,"Del Maule","Talca","Mujer","65 a 69 años","Extranjera","Titular","D",1
202412,"De Atacama","Caldera","Mujer","20 a 24 años","Chilena","Carga","A",3
202412,"De Valparaíso","Algarrobo","Hombre","35 a 39 años","Chilena","Carga","B",3
202412,"De Aysén Del Gral. C. Ibáñez Del Campo","Cisnes","Mujer","10 a 14 años","Chilena","Carga","A",2
202412,"De Aysén Del Gral. C. Ibáñez Del Campo","Cisnes","Hombre","05 a 09 años","Extranjera","Carga","C",1
202412,"De Coquimbo","Paiguano","Mujer","00 a 4 años","Extranjera","Carga","A",2
202412,"De Valparaíso","Zapallar","Mujer","60 a 64 años","Extranjera","Titular","A",3
202412,"Del Libertador General Bernardo O'Higgins","Mostazal","Hombre","40 a 44 años","Chilena","Carga","C",1
202412,"Del Libertador General Bernardo O'Higgins","Mostazal","Hombre","55 a 59 años","Extranjera","Titular","B",4
202412,"De La Araucanía","Victoria","Hombre","05 a 09 años","Extranjera","Titular","A",7
202412,"Del Bíobío","Coronel","Hombre","05 a 09 años","Extranjera","Carga","C",5
202412,"De Atacama","Freirina","Hombre","30 a 34 años","Extranjera","Titular","C",1
202412,"Del Bíobío","Curanilahue","Mujer","30 a 34 años","Extranjera","Titular","D",2
202412,"De Valparaíso","Santa María","Mujer","80 a más años","Chilena","Titular","D",11
202412,"Metropolitana De Santiago","San Pedro","Hombre","70 a 74 años","Extranjera","Titular","A",2
202412,"Del Bíobío","Mulchén","Mujer","45 a 49 años","Extranjera","Titular","B",2
202412,"Metropolitana De Santiago","Vitacura","Mujer","20 a 24 años","Extranjera","Carga","B",3
202412,"Del Bíobío","Los Ángeles","Hombre","20 a 24 años","Extranjera","Carga","A",3
202412,"Metropolitana De Santiago","Peñaflor","Hombre","25 a 29 años","Chilena","Carga","A",4
202412,"Del Maule","Hualañé","Hombre","35 a 39 años","Extranjera","Titular","D",6
202412,"De Los Lagos","Dalcahue","Hombre","70 a 74 años","Extranjera","Titular","B",2
202412,"De Ñuble","Chillán","Hombre","05 a 09 años","Extranjera","Titular","C",1
202412,"De Atacama","Chañaral","Hombre","75 a 79 años","Extranjera","Titular","D",1
202412,"De Los Lagos","Fresia","Mujer","10 a 14 años","Chilena","Carga","A",3
202412,"De Ñuble","Chillán","Hombre","60 a 64 años","Chilena","Carga","D",6
202412,"De Los Ríos","Río Bueno","Hombre","15 a 19 años","Extranjera","Carga","A",1
202412,"Metropolitana De Santiago","Huechuraba","Hombre","55 a 59 años","Extranjera","Carga","C",1
202412,"De Valparaíso","Casablanca","Hombre","35 a 39 años","Chilena","Carga","B",2
202412,"Del Libertador General Bernardo O'Higgins","Marchihue","Mujer","15 a 19 años","Chilena","Titular","C",2
202412,"Metropolitana De Santiago","Pudahuel","Hombre","80 a más años","Extranjera","Titular","D",1
202412,"De Los Lagos","Maullín","Mujer","35 a 39 años","Extranjera","Titular","C",3
202412,"Metropolitana De Santiago","María Pinto","Mujer","40 a 44 años","Extranjera","Titular","D",1
202412,"Metropolitana De Santiago","Pirque","Mujer","65 a 69 años","Extranjera","Titular","A",3
202412,"De Valparaíso","Cartagena","Mujer","35 a 39 años","Extranjera","Titular","D",6
202412,"Del Maule","Talca","Mujer","05 a 09 años","Extranjera","Titular","B",2
202412,"De Arica Y Parinacota","Arica","Mujer","80 a más años","Extranjera","Titular","D",1
202412,"Del Bíobío","Penco","Hombre","15 a 19 años","Extranjera","Carga","D",1
202412,"De Los Ríos","Los Lagos","Mujer","60 a 64 años","Extranjera","Titular","A",1
202412,"Del Maule","Talca","Mujer","45 a 49 años","Extranjera","Carga","D",2
202412,"De Ñuble","Cobquecura","Mujer","45 a 49 años","Extranjera","Titular","A",3
